cvl-database-1-1/trainset/lines/0020/0020-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0020/0020-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0020/0020-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0020/0020-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0020/0020-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0020/0020-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0020/0020-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0021/0021-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0021/0021-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0021/0021-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0021/0021-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0021/0021-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0021/0021-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0021/0021-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0021/0021-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0022/0022-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0022/0022-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0022/0022-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0022/0022-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0022/0022-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0022/0022-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0022/0022-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0022/0022-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0023/0023-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0023/0023-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0023/0023-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0023/0023-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0023/0023-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0023/0023-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0023/0023-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0023/0023-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0024/0024-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0024/0024-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0024/0024-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0024/0024-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0024/0024-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0024/0024-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0024/0024-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0024/0024-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0025/0025-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0025/0025-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0025/0025-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0025/0025-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0025/0025-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0025/0025-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0025/0025-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0025/0025-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0026/0026-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0026/0026-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0026/0026-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0026/0026-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0026/0026-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0026/0026-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0026/0026-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0026/0026-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0027/0027-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0027/0027-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0027/0027-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0027/0027-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0027/0027-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0027/0027-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0027/0027-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0027/0027-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0028/0028-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0028/0028-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0028/0028-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0028/0028-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0028/0028-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0028/0028-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0028/0028-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0028/0028-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0029/0029-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0029/0029-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0029/0029-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0029/0029-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0029/0029-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0029/0029-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0029/0029-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0029/0029-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0041/0041-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0041/0041-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0041/0041-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0041/0041-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0041/0041-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0041/0041-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0041/0041-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0041/0041-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0042/0042-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0042/0042-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0042/0042-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0042/0042-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0042/0042-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0042/0042-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0042/0042-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0042/0042-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0047/0047-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0047/0047-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0047/0047-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0047/0047-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0047/0047-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0047/0047-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0047/0047-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0047/0047-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/trainset/lines/0050/0050-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/trainset/lines/0050/0050-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/trainset/lines/0050/0050-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/trainset/lines/0050/0050-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/trainset/lines/0050/0050-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/trainset/lines/0050/0050-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/trainset/lines/0050/0050-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/trainset/lines/0050/0050-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0053/0053-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0053/0053-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0053/0053-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0053/0053-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0053/0053-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0053/0053-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0053/0053-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0053/0053-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0057/0057-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0057/0057-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0057/0057-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0057/0057-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0057/0057-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0057/0057-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0057/0057-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0057/0057-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0058/0058-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0058/0058-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0058/0058-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0058/0058-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0058/0058-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0058/0058-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0058/0058-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0058/0058-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0059/0059-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0059/0059-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0059/0059-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0059/0059-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0059/0059-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0059/0059-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0059/0059-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0059/0059-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0073/0073-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0073/0073-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0073/0073-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0073/0073-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0073/0073-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0073/0073-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0073/0073-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0073/0073-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0074/0074-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0074/0074-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0074/0074-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0074/0074-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0074/0074-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0074/0074-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0074/0074-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0074/0074-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0075/0075-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0075/0075-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0075/0075-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0075/0075-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0075/0075-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0075/0075-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0075/0075-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0075/0075-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0077/0077-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0077/0077-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0077/0077-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0077/0077-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0077/0077-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0077/0077-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0077/0077-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0077/0077-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0078/0078-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0078/0078-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0078/0078-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0078/0078-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0078/0078-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0078/0078-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0078/0078-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0078/0078-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0079/0079-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0079/0079-6-1.tif	Verweile doch du bist so schön
cvl-database-1-1/testset/lines/0079/0079-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0079/0079-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0079/0079-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0079/0079-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0079/0079-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0079/0079-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0080/0080-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0080/0080-6-1.tif	Verweile doch du bist schön
cvl-database-1-1/testset/lines/0080/0080-6-2.tif	Dann magst du mich in Fesseln schlagen
cvl-database-1-1/testset/lines/0080/0080-6-3.tif	Dann will ich gern zu Grunde gehn
cvl-database-1-1/testset/lines/0080/0080-6-4.tif	Dann mag die Todtenglocke schallen
cvl-database-1-1/testset/lines/0080/0080-6-5.tif	Dann bist du deines Dienstes frey
cvl-database-1-1/testset/lines/0080/0080-6-6.tif	Die Uhr mag stehn der Zeiger fallen
cvl-database-1-1/testset/lines/0080/0080-6-7.tif	Es sey die Zeit für mich vorbey
cvl-database-1-1/testset/lines/0081/0081-6-0.tif	Werd ich zum Augenblicke sagen
cvl-database-1-1/testset/lines/0081/0081-6-1.tif	Verweile doch du bist so schön
